iter	Logloss
282	0.53068286
283	0.5305670486
284	0.5303885433
285	0.5301126819
286	0.5298478694
287	0.529317545
288	0.529075514
289	0.5287872213
290	0.5284471267
291	0.5284178638
292	0.5283199655
293	0.5279152091
294	0.5276899527
295	0.5272446595
296	0.5269750958
297	0.5268622934
298	0.5265818538
299	0.5260613353
300	0.5257610879
301	0.5255540336
302	0.525385536
303	0.52509348
304	0.5249166863
305	0.5245927485
306	0.5243446561
307	0.5240203768
308	0.5237035837
309	0.5235100218
310	0.5232620569
311	0.5231800694
312	0.5228934242
313	0.5228529854
314	0.522530221
315	0.5221285059
316	0.5218826746
317	0.521696433
318	0.5214530531
319	0.5210958398
320	0.5209284693
321	0.5206766181
322	0.5203626821
323	0.520231963
324	0.5200091492
325	0.5198190468
326	0.5195992808
327	0.5195096431
328	0.5193050223
329	0.5190719819
330	0.5188797353
331	0.518771433
332	0.5183781904
333	0.5180622892
334	0.5177408375
335	0.5175720431
336	0.5173800222
337	0.5171153691
338	0.5167619409
339	0.5165962471
340	0.5163088286
341	0.5162923897
342	0.5158240319
343	0.5156796435
344	0.5156286703
345	0.5154247131
346	0.5154110849
347	0.5151965411
348	0.5148566321
349	0.5146841741
350	0.514626452
351	0.5143337482
352	0.514199922
353	0.5140094369
354	0.5139070796
355	0.5138548277
356	0.5138059783
357	0.5136224919
358	0.5134687157
359	0.5130491032
360	0.5128072477
361	0.5127698022
362	0.5127557303
363	0.5126278748
364	0.5125259291
365	0.5125154546
366	0.512289472
367	0.5121790212
368	0.5117995321
369	0.5115078452
370	0.5113137796
371	0.5113137551
372	0.5111769382
373	0.5109652834
374	0.5106476367
375	0.5100970997
376	0.5098715697
377	0.5095674719
378	0.5093440281
379	0.5092561733
380	0.5091127514
381	0.508747991
382	0.5085238043
383	0.5083099529
384	0.5081536647
385	0.5077512382
386	0.5075623299
387	0.5073048203
388	0.507053458
389	0.5068270665
390	0.5066523099
391	0.5064237863
392	0.5060678289
393	0.5059475269
394	0.5056378926
395	0.5055356221
396	0.5050341142
397	0.5045757647
398	0.5043352406
399	0.5042373273
400	0.5040795353
401	0.5037484515
402	0.5035340273
403	0.5034481341
404	0.5031044775
405	0.5028725081
406	0.5027088032
407	0.5024249245
408	0.5019656747
409	0.5018634797
410	0.5018443054
411	0.5017050829
412	0.5014053921
413	0.5012353537
414	0.5012037078
415	0.5011801696
416	0.5008187225
417	0.5007380516
418	0.5004155535
419	0.5003050155
420	0.4999194515
421	0.4996557306
422	0.4992893914
423	0.4989648824
424	0.4987125651
425	0.4985858286
426	0.4983083257
427	0.4982568044
428	0.498124433
429	0.4979958218
430	0.4976835905
431	0.4975162123
432	0.4975160141
433	0.4973873345
434	0.4972059681
435	0.4969425353
436	0.49662481
437	0.4963748974
438	0.4962583607
439	0.4961251332
440	0.4960198201
441	0.4959524124
442	0.4956241886
443	0.4954693324
444	0.4952117837
445	0.4950986281
446	0.4948234155
447	0.4945877663
448	0.4943678072
449	0.4939378
450	0.4937238161
451	0.4934190221
452	0.4932135913
453	0.4930080428
454	0.4927766635
455	0.4927160664
456	0.4927080482
457	0.4925816992
458	0.4924131945
459	0.4922208731
460	0.4919984542
461	0.4917544267
462	0.4916998185
463	0.4916666162
464	0.4915577948
465	0.4914359085
466	0.4912331713
467	0.4911894757
468	0.4908485896
469	0.4904725964
470	0.4904706281
471	0.4902324021
472	0.4902323916
473	0.4900788336
474	0.4899305328
475	0.4897396607
476	0.4896402327
477	0.4893317408
478	0.4890193023
479	0.4889253097
480	0.4884957103
481	0.4883550592
482	0.4881652246
483	0.4879249164
484	0.487841356
485	0.487571395
486	0.487271737
487	0.4871599003
488	0.4867820537
489	0.4864612024
490	0.4863526878
491	0.4860571188
492	0.4859268995
493	0.4859262692
494	0.4857953579
495	0.4857620717
496	0.4856123134
497	0.4856050962
498	0.4852559149
499	0.4849613658
500	0.4847994124
501	0.4846056611
502	0.4844609233
503	0.4840450218
504	0.4839327671
505	0.4838115893
506	0.4835038381
507	0.4833730941
508	0.4832070212
509	0.4831508048
510	0.4829732685
511	0.4827374272
512	0.4826427609
513	0.4824095365
514	0.4821867684
515	0.4821166736
516	0.4818876673
517	0.4815445441
518	0.4813388761
519	0.48106028
520	0.4809070751
521	0.4809070727
522	0.4808144969
523	0.4807401709
524	0.480590666
525	0.4801880542
526	0.4800466159
527	0.4797693548
528	0.4795813369
529	0.4792837722
530	0.4790156449
531	0.4789638704
532	0.4788602573
533	0.478671018
534	0.4784269732
535	0.4783064302
536	0.47827421
537	0.478068544
538	0.4779183995
539	0.4778057674
540	0.4775382561
541	0.4775312476
542	0.4771878251
543	0.4771800629
544	0.4769360255
545	0.4768781116
546	0.4766389252
547	0.4762981076
548	0.4761254991
549	0.4759131489
550	0.4757388916
551	0.4756236812
552	0.4754097071
553	0.4751643516
554	0.4749368353
555	0.4747278455
556	0.474419793
557	0.4742053594
558	0.4741431802
559	0.4740174208
560	0.4740168062
561	0.4735697419
562	0.4734364651
563	0.4731370583
564	0.4729352729
565	0.4724909296
566	0.4723291605
567	0.4720804029
568	0.4718930945
569	0.4716077809
570	0.4712637317
571	0.4711855012
572	0.4710065766
573	0.4706971734
574	0.4704350807
575	0.4700279721
576	0.4698325377
577	0.4696967154
578	0.4695456484
579	0.4694162688
580	0.4690301788
581	0.4688233669
582	0.4686652819
583	0.4682869642
584	0.4679992765
585	0.4679029776
586	0.4676432806
587	0.4673828115
588	0.4671936147
589	0.4669534858
590	0.4664211002
591	0.4663263163
592	0.4660406076
593	0.4657863219
594	0.4656930659
595	0.4656538673
596	0.4654001785
597	0.4651837199
598	0.4649835451
599	0.4646843873
600	0.4643405939
601	0.4642297924
602	0.4638979566
603	0.4636036229
604	0.4634696602
605	0.4634037201
606	0.4631341029
607	0.4628698604
608	0.4625407074
609	0.4623312234
610	0.4622097333
611	0.4620375466
612	0.4619550867
613	0.4618750042
614	0.4617118617
615	0.4612847162
616	0.4611057211
617	0.4607109895
618	0.4605090023
619	0.4602718031
620	0.4600459165
621	0.4597912007
622	0.459713568
623	0.4596140395
624	0.4594963621
625	0.4592333203
626	0.4589919469
627	0.4587946635
628	0.4585776049
629	0.4584854728
630	0.4582112301
631	0.4580538176
632	0.4580532365
633	0.4579492892
634	0.4575186534
635	0.4571943818
636	0.4567863802
637	0.456609087
638	0.4564580937
639	0.456183207
640	0.4561066775
641	0.4558333412
642	0.4557418192
643	0.4556377914
644	0.4553829986
645	0.4552534053
646	0.454977167
647	0.4546951333
648	0.454614543
649	0.4545616073
650	0.4541752254
651	0.4538377294
652	0.4535535744
653	0.4532641662
654	0.4530379915
655	0.4527943944
656	0.4524048912
657	0.4520970196
658	0.4517436897
659	0.4516226455
660	0.451385311
661	0.4511044381
662	0.4508241844
663	0.4506283068
664	0.4505928735
665	0.4503090491
666	0.4502430622
667	0.4498953309
668	0.4493992307
669	0.4492268652
670	0.4490047021
671	0.4487507101
672	0.4484854339
673	0.4483962932
674	0.4482466863
675	0.4480616708
676	0.4478257212
677	0.4476333387
678	0.447353898
679	0.4471402697
680	0.4468508615
681	0.4464311957
682	0.4462912251
683	0.4460104891
684	0.4457905548
685	0.4455511323
686	0.4454945097
687	0.4451771589
688	0.4451711772
689	0.445064778
690	0.4447528743
691	0.444619569
692	0.4445671235
693	0.4443745875
694	0.4441758262
695	0.44382396
696	0.4434889829
697	0.4433058892
698	0.4431125765
699	0.442813167
700	0.4426788328
701	0.4425302399
702	0.4423766899
703	0.4421054946
704	0.4416829065
705	0.4415093423
706	0.4411764617
707	0.4409590238
708	0.440823149
709	0.4405419172
710	0.4404151241
711	0.4401284591
712	0.4399975521
713	0.4397316155
714	0.4393045
715	0.4389935801
716	0.4389184201
717	0.4386381854
718	0.4384253805
719	0.4381495993
720	0.4378184416
721	0.4376704609
722	0.4374143602
723	0.4371986489
724	0.4369264851
725	0.4367984683
726	0.436513908
727	0.4361918843
728	0.4360462517
729	0.4359177433
730	0.4356042401
731	0.4354852464
732	0.435309069
733	0.4350860523
734	0.4349574401
735	0.4346041832
736	0.4343458674
737	0.4337875606
738	0.4334476025
739	0.4332972392
740	0.4330493506
741	0.4329591902
742	0.4326248302
743	0.4324414864
744	0.432216097
745	0.4320745651
746	0.431831251
747	0.4316620848
748	0.4313799664
749	0.4310685647
750	0.4308217442
751	0.4306655871
752	0.4303899119
753	0.4301256279
754	0.4299177499
755	0.4297455983
756	0.4294653532
757	0.4293372515
758	0.429131874
759	0.4287682758
760	0.4284101642
761	0.4281459574
762	0.4277344792
763	0.4274732123
764	0.4273214413
765	0.4272552526
766	0.4271910283
767	0.4269604137
768	0.4267624155
769	0.4263217592
770	0.4261254006
771	0.425864246
772	0.4256135666
773	0.4253833376
774	0.4251288601
775	0.4250087497
776	0.4246668807
777	0.4245468639
778	0.4243071712
779	0.4241615059
780	0.4240153144
781	0.4238129554
782	0.4234821298
783	0.4233273329
784	0.4229958216
785	0.4227516649
786	0.4225048103
787	0.4223446522
788	0.4220127007
789	0.4219552494
790	0.4216445354
791	0.4215817978
792	0.4214283697
793	0.4212736262
794	0.4210245118
795	0.4207038983
796	0.4205028104
797	0.4200434058
798	0.4199132828
799	0.4195986545
800	0.4193478384
801	0.4190039974
802	0.4189236952
803	0.4186510388
804	0.4183435856
805	0.4182217984
806	0.4179646553
807	0.417681347
808	0.4174697175
809	0.417243595
810	0.4170240861
811	0.4167945242
812	0.4166337692
813	0.4165154
814	0.4164063746
815	0.4161182091
816	0.41606019
817	0.4156475824
818	0.4153605443
819	0.4150877717
820	0.4148088523
821	0.4146522537
822	0.4144773879
823	0.4142088607
824	0.4139555742
825	0.4138082288
826	0.4135216261
827	0.4131497225
828	0.4130698271
829	0.4127510747
830	0.4124609305
831	0.4121993769
832	0.4118537776
833	0.4115834138
834	0.4112362157
835	0.4110778991
836	0.410806723
837	0.4104839205
838	0.4103355293
839	0.4102372962
840	0.4100117678
841	0.4097963389
842	0.40963378
843	0.4093761839
844	0.4090560334
845	0.4087858019
846	0.4085943819
847	0.4085808161
848	0.4084982631
849	0.40834017
850	0.4080689296
851	0.407835439
852	0.4076133474
853	0.4075048473
854	0.4071947095
855	0.4071485661
856	0.4071205951
857	0.407057043
858	0.4068513894
859	0.4067445334
860	0.4064238881
861	0.4061706504
862	0.4060222383
863	0.4058140414
864	0.4056937997
865	0.4054950482
866	0.4053155378
867	0.4050759647
868	0.4049899874
869	0.4046971819
870	0.4044716092
871	0.4043203207
872	0.4040228752
873	0.4036915388
874	0.4033750851
875	0.4033195258
876	0.4032442306
877	0.4029915142
878	0.4028552696
879	0.4026124064
880	0.4023550837
881	0.4021107383
882	0.4018790125
883	0.4015747156
884	0.4014271097
885	0.4013031084
886	0.4012057236
887	0.4010142516
888	0.4008281431
889	0.4006246593
890	0.4005341674
891	0.4004541939
892	0.4001429217
893	0.3999173543
894	0.3996765579
895	0.3993452495
896	0.3992757019
897	0.39900539
898	0.3989635859
899	0.3987093647
900	0.3984330182
901	0.398249792
902	0.3979506599
903	0.3977429977
904	0.3975139445
905	0.3973188227
906	0.3970842496
907	0.3968766221
908	0.3965690191
909	0.3964365073
910	0.3962655495
911	0.3962244496
912	0.396138845
913	0.3959312602
914	0.3959228893
915	0.3957006975
916	0.3954221041
917	0.3953520012
918	0.3950456947
919	0.3949268906
920	0.3948827008
921	0.3947675617
922	0.394634154
923	0.3944048376
924	0.3942247199
925	0.3939531522
926	0.3937953862
927	0.3935708538
928	0.3933032755
929	0.3932378904
930	0.3930823329
931	0.3929258647
932	0.3926780991
933	0.3926379049
934	0.3924094102
935	0.3922724331
936	0.3922192973
937	0.3920506227
938	0.3918704448
939	0.3915962986
940	0.3914187012
941	0.3912399574
942	0.3910410635
943	0.3909123177
944	0.3907811707
945	0.3905822869
946	0.390399128
947	0.3900966473
948	0.3897978619
949	0.3895332999
950	0.3892066551
951	0.3890030355
952	0.3888543538
953	0.3885576972
954	0.388390537
955	0.3883315142
956	0.3882255067
957	0.3879400816
958	0.3876736898
959	0.3873378237
960	0.3869550268
961	0.3867806986
962	0.3866417647
963	0.3864065801
964	0.3861055621
965	0.3859814127
966	0.3857842843
967	0.385600627
968	0.3855080588
969	0.3853514567
970	0.3850609312
971	0.3849123627
972	0.3846105342
973	0.3843344265
974	0.3841863117
975	0.3839835401
976	0.3838431851
977	0.3835061992
978	0.3834122588
979	0.3832937155
980	0.3831167513
981	0.382951
982	0.3826555353
983	0.382380952
984	0.3820366793
985	0.3819707963
986	0.3818535606
987	0.3817059658
988	0.3817007388
989	0.3814980205
990	0.3813687027
991	0.3810820691
992	0.3809881303
993	0.3807925591
994	0.3806085009
995	0.3803770474
996	0.3801179776
997	0.3800162592
998	0.3798229667
999	0.3796460993
