avg_speed,max_speed,std_speed,night_driving_ratio,trip_duration_min,distance_km,has_dtc_errors,avg_coolant_temp,avg_iat,TripID,target
26.637922982583145,176.6808,26.072959571310637,0.12012945535067922,1039.35,461.4354208657966,False,59.762807137077885,21.944172380019587,1,1
15.766783454987834,47.7816,15.340584962704957,0.0,6.95,1.8263190835360907,False,47.10948905109489,10.002433090024331,1.0,0
33.46122275711159,126.862,33.90319877688956,0.03569639608763281,1307.7666666666667,729.3245291276439,False,69.07674461522238,33.339616672378796,10,1
7.45897247706422,42.4108,14.211027357484882,0.0,3.6166666666666667,0.4496102854230377,False,20.15137614678899,6.628440366972477,10.0,1
15.098349795275592,97.0448,16.79044919968735,0.012755905511811024,107.61666666666666,27.08056795224847,False,67.03700787401574,33.08062992125984,100,0
23.93791473102061,81.8584,24.82053764299908,0.0,33.0,13.165853102061336,False,76.77375565610859,41.57164404223228,100.0,1
32.48111696988228,171.31,26.3939546125154,0.0,557.0833333333334,301.5781485328653,False,76.83098914539062,31.711320898945115,101,1
15.939650420168068,57.7824,17.461143084288004,0.0,10.116666666666667,2.687602168067227,False,46.76806722689076,14.341176470588236,101.0,0
34.36023809995869,188.9781,30.148703516638346,0.0,577.0333333333333,330.4500454157694,False,69.39041718298223,30.097893432465924,102,1
20.22473468599034,61.4864,18.758846018135877,0.0,18.366666666666667,6.191016006655932,False,50.73526570048309,17.53816425120773,102.0,0
16.646227087872184,61.6716,15.523030757787032,0.0,15.85,4.397378322379568,True,59.370370370370374,26.087509077705157,103,0
6.987867545304777,47.7816,8.268563944172074,0.0,10.083333333333334,1.1743499624748306,False,41.40362438220758,17.383855024711696,103.0,0
23.46013075794621,123.3432,24.570445994045947,0.0,1228.7333333333333,480.4374111107851,False,62.92762836185819,27.182640586797067,104,1
27.231495088408643,85.0068,24.29254095855684,0.0,17.216666666666665,7.813926229535036,False,63.710216110019644,27.423379174852652,104.0,0
23.70306622212003,172.4212,24.27649666858475,0.0,1287.45,508.6085434611405,False,59.98735341457807,24.91906185329961,105,1
33.73874657534247,141.3076,21.515992624847293,0.0,24.183333333333334,13.598589244672755,False,71.29452054794521,32.347945205479455,105.0,0
16.753037208315657,102.4156,17.60408344768126,0.0,1260.9,352.0650769327535,False,61.239499363597794,27.335171828595673,106,1
63.64143821532493,138.5296,47.75256642408961,0.0,55.05,58.39101956256062,False,75.50080827675396,19.360814742967992,106.0,1
14.376761070210092,184.4592,18.656587329418215,0.0,1346.8166666666666,322.71435703405757,False,47.842521098940566,21.556473334530438,107,1
1.7986701570680628,16.4828,3.57809695280657,0.0,3.1666666666666665,0.09492981384525886,False,7.261780104712042,4.602094240837697,107.0,1
25.008583247301733,95.9336,21.43721740155518,0.0,1399.7333333333333,583.4224598448302,False,56.925856405443454,25.783552322853122,108,0
